,county,date_number,Population,region,pop_dens,tranlevel
18609,Brunswick,6,144821.0,Coastal,160.8,Moderate
18687,Transylvania,6,32825.0,Western,87.2,Error
18644,Henderson,6,117429.0,Western,311.8,Low
18665,Northampton,6,16953.0,Eastern,32.6,Error
18632,Edgecombe,6,48604.0,Coastal,96.7,Moderate
18619,Cherokee,6,28738.0,Western,63.2,Moderate
18680,Rutherford,6,63870.0,Western,114.0,Moderate
18635,Gaston,6,233387.0,Central,640.7,Low
18679,Rowan,6,148565.0,Northern,287.1,Moderate
18686,Swain,6,14046.0,Western,26.8,Low
18693,Washington,6,10708.0,Coastal,31.8,Moderate
18627,Dare,6,37817.0,Coastal,96.3,Moderate
18611,Burke,6,88398.0,Western,173.0,Error
18612,Cabarrus,6,232873.0,Central,625.1,Moderate
18684,Stokes,6,44422.0,Northern,99.1,Error
18641,Halifax,6,47859.0,Coastal,67.2,Low
18618,Chatham,6,77095.0,Eastern,111.9,Moderate
18691,Wake,6,1154170.0,Eastern,1353.3,Moderate
18629,Davie,6,43127.0,Northern,162.0,Moderate
18673,Pitt,6,173536.0,Coastal,261.0,Moderate
18669,Pasquotank,6,40966.0,Coastal,178.8,Moderate
18606,Beaufort,6,44150.0,Coastal,53.6,Moderate
18685,Surry,6,70573.0,Northern,134.0,Moderate
18689,Union,6,244960.0,Central,376.6,Moderate
18642,Harnett,6,134986.0,Eastern,224.5,Moderate
18674,Polk,6,19461.0,Western,81.3,Low
18643,Haywood,6,62831.0,Western,112.2,Low
18633,Forsyth,6,387703.0,Northern,938.1,Low
18647,Hyde,6,4595.0,Coastal,7.5,Low
18615,Carteret,6,69039.0,Coastal,133.3,Low
18601,Alexander,6,36172.0,Northern,140.2,Low
18616,Caswell,6,22400.0,Eastern,53.5,Moderate
18671,Perquimans,6,13049.0,Coastal,52.6,Error
18648,Iredell,6,192986.0,Northern,325.0,Moderate
18690,Vance,6,41665.0,Eastern,168.7,Moderate
18670,Pender,6,62250.0,Coastal,69.1,Low
18639,Greene,6,19978.0,Coastal,76.7,Moderate
18614,Camden,6,10537.0,Coastal,43.1,Low
18610,Buncombe,6,271638.0,Western,410.4,Moderate
18645,Hertford,6,20374.0,Coastal,61.0,Moderate
18683,Stanly,6,62143.0,Central,158.2,Moderate
18607,Bertie,6,17302.0,Coastal,25.7,Moderate
18677,Robeson,6,115899.0,Coastal,123.0,Substantial
18667,Orange,6,148331.0,Eastern,374.0,Moderate
18676,Richmond,6,43006.0,Eastern,90.7,Substantial
18681,Sampson,6,58371.0,Coastal,62.4,Moderate
18668,Pamlico,6,12215.0,Coastal,36.5,Error
18628,Davidson,6,171752.0,Northern,305.4,Moderate
18692,Warren,6,18621.0,Eastern,43.4,Low
18649,Jackson,6,41919.0,Western,87.8,Error
18688,Tyrrell,6,3315.0,Coastal,8.3,Low
18617,Catawba,6,162841.0,Northern,400.2,Moderate
18646,Hoke,6,53783.0,Eastern,133.5,Moderate
18631,Durham,6,331347.0,Eastern,1133.7,Moderate
18608,Bladen,6,29171.0,Coastal,33.8,High
18675,Randolph,6,143325.0,Northern,184.3,Moderate
18682,Scotland,6,33662.0,Eastern,107.1,Moderate
18613,Caldwell,6,81319.0,Northern,170.9,Low
18640,Guilford,6,545484.0,Northern,838.0,Moderate
18605,Avery,6,17347.0,Western,72.0,Moderate
18638,Granville,6,60720.0,Eastern,114.6,Moderate
18602,Alleghany,6,11057.0,Northern,46.4,Moderate
18621,Clay,6,11238.0,Western,51.6,Error
18651,Jones,6,9076.0,Coastal,19.5,Moderate
18661,Montgomery,6,25485.0,Eastern,52.4,Moderate
18600,Alamance,6,175029.0,Northern,404.8,Moderate
18664,New Hanover,6,230423.0,Coastal,1174.0,Moderate
18662,Moore,6,102966.0,Eastern,142.9,Moderate
18625,Cumberland,6,341793.0,Eastern,512.9,Substantial
18694,Watauga,6,54804.0,Northern,173.1,Error
18637,Graham,6,7935.0,Western,27.5,Substantial
18654,Lincoln,6,88742.0,Central,293.4,Moderate
18620,Chowan,6,13646.0,Coastal,79.4,Substantial
18623,Columbus,6,49795.0,Coastal,54.0,Moderate
18634,Franklin,6,70655.0,Eastern,139.4,Error
18653,Lenoir,6,54323.0,Coastal,138.1,Moderate
18698,Yadkin,6,36925.0,Northern,111.1,Moderate
18697,Wilson,6,79078.0,Coastal,214.3,Moderate
18655,Macon,6,37041.0,Western,71.8,Moderate
18622,Cleveland,6,99332.0,Western,214.4,Moderate
18660,Mitchell,6,14783.0,Western,67.4,Low
18695,Wayne,6,115895.0,Coastal,211.8,Moderate
18603,Anson,6,22028.0,Central,41.5,Moderate
18659,Mecklenburg,6,1128426.0,Central,2130.4,Moderate
18696,Wilkes,6,65151.0,Northern,87.5,Moderate
18652,Lee,6,64360.0,Eastern,248.1,Moderate
18663,Nash,6,96101.0,Coastal,175.7,Moderate
18657,Martin,6,21503.0,Coastal,48.3,Moderate
18656,Madison,6,21146.0,Western,47.1,Moderate
18624,Craven,6,102568.0,Coastal,142.5,Low
18658,McDowell,6,44151.0,Western,101.3,Error
18626,Currituck,6,29385.0,Coastal,107.3,Moderate
18786,Swain,7,14046.0,Western,26.8,Moderate
18775,Randolph,7,143325.0,Northern,184.3,Moderate
18711,Burke,7,88398.0,Western,173.0,Low
18796,Wilkes,7,65151.0,Northern,87.5,Moderate
18774,Polk,7,19461.0,Western,81.3,Low
18738,Granville,7,60720.0,Eastern,114.6,Moderate
18714,Camden,7,10537.0,Coastal,43.1,Low
18725,Cumberland,7,341793.0,Eastern,512.9,Substantial
18718,Chatham,7,77095.0,Eastern,111.9,Moderate
18780,Rutherford,7,63870.0,Western,114.0,Moderate
18735,Gaston,7,233387.0,Central,640.7,Moderate
18770,Pender,7,62250.0,Coastal,69.1,Moderate
18739,Greene,7,19978.0,Coastal,76.7,Moderate
18744,Henderson,7,117429.0,Western,311.8,Moderate
18729,Davie,7,43127.0,Northern,162.0,Moderate
18722,Cleveland,7,99332.0,Western,214.4,Moderate
18767,Orange,7,148331.0,Eastern,374.0,Moderate
18737,Graham,7,7935.0,Western,27.5,Substantial
18753,Lenoir,7,54323.0,Coastal,138.1,Moderate
18703,Anson,7,22028.0,Central,41.5,Moderate
18777,Robeson,7,115899.0,Coastal,123.0,Substantial
18787,Transylvania,7,32825.0,Western,87.2,Error
18776,Richmond,7,43006.0,Eastern,90.7,Substantial
18707,Bertie,7,17302.0,Coastal,25.7,Moderate
18762,Moore,7,102966.0,Eastern,142.9,Moderate
18759,Mecklenburg,7,1128426.0,Central,2130.4,Moderate
18717,Catawba,7,162841.0,Northern,400.2,Moderate
18745,Hertford,7,20374.0,Coastal,61.0,Moderate
18758,McDowell,7,44151.0,Western,101.3,Error
18713,Caldwell,7,81319.0,Northern,170.9,Low
18799,Yancey,7,18320.0,Western,59.1,Error
18763,Nash,7,96101.0,Coastal,175.7,Moderate
18723,Columbus,7,49795.0,Coastal,54.0,Moderate
18730,Duplin,7,48249.0,Coastal,59.8,Moderate
18749,Jackson,7,41919.0,Western,87.8,Low
18791,Wake,7,1154170.0,Eastern,1353.3,Moderate
18752,Lee,7,64360.0,Eastern,248.1,Moderate
18712,Cabarrus,7,232873.0,Central,625.1,Moderate
18741,Halifax,7,47859.0,Coastal,67.2,Moderate
18702,Alleghany,7,11057.0,Northern,46.4,Moderate
18769,Pasquotank,7,40966.0,Coastal,178.8,Moderate
18778,Rockingham,7,90457.0,Northern,161.0,Low
18792,Warren,7,18621.0,Eastern,43.4,Moderate
18788,Tyrrell,7,3315.0,Coastal,8.3,Low
18732,Edgecombe,7,48604.0,Coastal,96.7,Moderate
18746,Hoke,7,53783.0,Eastern,133.5,Substantial
18757,Martin,7,21503.0,Coastal,48.3,Moderate
18779,Rowan,7,148565.0,Northern,287.1,Moderate
18768,Pamlico,7,12215.0,Coastal,36.5,Low
18705,Avery,7,17347.0,Western,72.0,Moderate
18781,Sampson,7,58371.0,Coastal,62.4,Moderate
18797,Wilson,7,79078.0,Coastal,214.3,Moderate
18750,Johnston,7,224833.0,Coastal,272.7,Moderate
18789,Union,7,244960.0,Central,376.6,Moderate
18742,Harnett,7,134986.0,Eastern,224.5,Moderate
18726,Currituck,7,29385.0,Coastal,107.3,Moderate
18754,Lincoln,7,88742.0,Central,293.4,Moderate
18720,Chowan,7,13646.0,Coastal,79.4,Substantial
18765,Northampton,7,16953.0,Eastern,32.6,Error
18785,Surry,7,70573.0,Northern,134.0,Moderate
18771,Perquimans,7,13049.0,Coastal,52.6,Error
18761,Montgomery,7,25485.0,Eastern,52.4,Moderate
18751,Jones,7,9076.0,Coastal,19.5,Moderate
18719,Cherokee,7,28738.0,Western,63.2,Substantial
18764,New Hanover,7,230423.0,Coastal,1174.0,Moderate
18715,Carteret,7,69039.0,Coastal,133.3,Low
18794,Watauga,7,54804.0,Northern,173.1,Error
18782,Scotland,7,33662.0,Eastern,107.1,Moderate
18748,Iredell,7,192986.0,Northern,325.0,Moderate
18731,Durham,7,331347.0,Eastern,1133.7,Moderate
18734,Franklin,7,70655.0,Eastern,139.4,Error
18798,Yadkin,7,36925.0,Northern,111.1,Low
18783,Stanly,7,62143.0,Central,158.2,Moderate
18740,Guilford,7,545484.0,Northern,838.0,Moderate
18709,Brunswick,7,144821.0,Coastal,160.8,Moderate
18772,Person,7,39048.0,Eastern,99.7,Moderate
18784,Stokes,7,44422.0,Northern,99.1,Error
18795,Wayne,7,115895.0,Coastal,211.8,Moderate
18727,Dare,7,37817.0,Coastal,96.3,Moderate
18790,Vance,7,41665.0,Eastern,168.7,Moderate
18755,Macon,7,37041.0,Western,71.8,Moderate
18793,Washington,7,10708.0,Coastal,31.8,Moderate
18724,Craven,7,102568.0,Coastal,142.5,Low
18747,Hyde,7,4595.0,Coastal,7.5,Low
18766,Onslow,7,207928.0,Coastal,268.4,Moderate
18773,Pitt,7,173536.0,Coastal,261.0,Moderate
18760,Mitchell,7,14783.0,Western,67.4,Low
18756,Madison,7,21146.0,Western,47.1,Low
18708,Bladen,7,29171.0,Coastal,33.8,Substantial
18716,Caswell,7,22400.0,Eastern,53.5,Moderate
18710,Buncombe,7,271638.0,Western,410.4,Moderate
18706,Beaufort,7,44150.0,Coastal,53.6,Moderate
18700,Alamance,7,175029.0,Northern,404.8,Moderate
18736,Gates,7,10324.0,Coastal,30.8,Error
18721,Clay,7,11238.0,Western,51.6,Error
18704,Ashe,7,26506.0,Northern,62.3,Moderate
18733,Forsyth,7,387703.0,Northern,938.1,Low
18728,Davidson,7,171752.0,Northern,305.4,Moderate
18701,Alexander,7,36172.0,Northern,140.2,Moderate
18743,Haywood,7,62831.0,Western,112.2,Low
18874,Polk,8,19461.0,Western,81.3,Moderate
18860,Mitchell,8,14783.0,Western,67.4,Error
18834,Franklin,8,70655.0,Eastern,139.4,Error
18840,Guilford,8,545484.0,Northern,838.0,Moderate
18859,Mecklenburg,8,1128426.0,Central,2130.4,Moderate
18870,Pender,8,62250.0,Coastal,69.1,Moderate
18895,Wayne,8,115895.0,Coastal,211.8,Substantial
18803,Anson,8,22028.0,Central,41.5,Moderate
18872,Person,8,39048.0,Eastern,99.7,Moderate
18816,Caswell,8,22400.0,Eastern,53.5,Moderate
18829,Davie,8,43127.0,Northern,162.0,Moderate
18862,Moore,8,102966.0,Eastern,142.9,Moderate
18875,Randolph,8,143325.0,Northern,184.3,Moderate
18898,Yadkin,8,36925.0,Northern,111.1,Moderate
18876,Richmond,8,43006.0,Eastern,90.7,Substantial
18877,Robeson,8,115899.0,Coastal,123.0,Substantial
18873,Pitt,8,173536.0,Coastal,261.0,Substantial
18822,Cleveland,8,99332.0,Western,214.4,Moderate
18801,Alexander,8,36172.0,Northern,140.2,Moderate
18847,Hyde,8,4595.0,Coastal,7.5,Error
18846,Hoke,8,53783.0,Eastern,133.5,Substantial
18853,Lenoir,8,54323.0,Coastal,138.1,Moderate
18888,Tyrrell,8,3315.0,Coastal,8.3,Low
18821,Clay,8,11238.0,Western,51.6,Error
18826,Currituck,8,29385.0,Coastal,107.3,Low
18869,Pasquotank,8,40966.0,Coastal,178.8,Moderate
18871,Perquimans,8,13049.0,Coastal,52.6,Error
18896,Wilkes,8,65151.0,Northern,87.5,Moderate
18814,Camden,8,10537.0,Coastal,43.1,Low
18806,Beaufort,8,44150.0,Coastal,53.6,Moderate
18841,Halifax,8,47859.0,Coastal,67.2,Moderate
18852,Lee,8,64360.0,Eastern,248.1,Moderate
18835,Gaston,8,233387.0,Central,640.7,Moderate
18805,Avery,8,17347.0,Western,72.0,Moderate
18889,Union,8,244960.0,Central,376.6,Moderate
18891,Wake,8,1154170.0,Eastern,1353.3,Moderate
18833,Forsyth,8,387703.0,Northern,938.1,Moderate
18815,Carteret,8,69039.0,Coastal,133.3,Error
18848,Iredell,8,192986.0,Northern,325.0,Moderate
18861,Montgomery,8,25485.0,Eastern,52.4,Moderate
18813,Caldwell,8,81319.0,Northern,170.9,Low
18849,Jackson,8,41919.0,Western,87.8,Low
18851,Jones,8,9076.0,Coastal,19.5,Moderate
18879,Rowan,8,148565.0,Northern,287.1,Moderate
18819,Cherokee,8,28738.0,Western,63.2,Moderate
18843,Haywood,8,62831.0,Western,112.2,Low
18811,Burke,8,88398.0,Western,173.0,Low
18886,Swain,8,14046.0,Western,26.8,Low
18854,Lincoln,8,88742.0,Central,293.4,Moderate
18865,Northampton,8,16953.0,Eastern,32.6,Low
18825,Cumberland,8,341793.0,Eastern,512.9,Substantial
18867,Orange,8,148331.0,Eastern,374.0,Moderate
18838,Granville,8,60720.0,Eastern,114.6,Moderate
18837,Graham,8,7935.0,Western,27.5,Substantial
18880,Rutherford,8,63870.0,Western,114.0,Moderate
18885,Surry,8,70573.0,Northern,134.0,Moderate
18844,Henderson,8,117429.0,Western,311.8,Moderate
18864,New Hanover,8,230423.0,Coastal,1174.0,Moderate
18839,Greene,8,19978.0,Coastal,76.7,Moderate
18820,Chowan,8,13646.0,Coastal,79.4,Moderate
18828,Davidson,8,171752.0,Northern,305.4,Low
18818,Chatham,8,77095.0,Eastern,111.9,Low
18897,Wilson,8,79078.0,Coastal,214.3,Substantial
18881,Sampson,8,58371.0,Coastal,62.4,Moderate
18824,Craven,8,102568.0,Coastal,142.5,Moderate
18850,Johnston,8,224833.0,Coastal,272.7,Moderate
18856,Madison,8,21146.0,Western,47.1,Low
18808,Bladen,8,29171.0,Coastal,33.8,Substantial
18894,Watauga,8,54804.0,Northern,173.1,Low
18810,Buncombe,8,271638.0,Western,410.4,Moderate
18866,Onslow,8,207928.0,Coastal,268.4,Moderate
18800,Alamance,8,175029.0,Northern,404.8,Moderate
18836,Gates,8,10324.0,Coastal,30.8,Error
18842,Harnett,8,134986.0,Eastern,224.5,Moderate
18868,Pamlico,8,12215.0,Coastal,36.5,Low
18804,Ashe,8,26506.0,Northern,62.3,Moderate
18878,Rockingham,8,90457.0,Northern,161.0,Moderate
18899,Yancey,8,18320.0,Western,59.1,Error
18863,Nash,8,96101.0,Coastal,175.7,Moderate
18890,Vance,8,41665.0,Eastern,168.7,Moderate
18830,Duplin,8,48249.0,Coastal,59.8,Moderate
18809,Brunswick,8,144821.0,Coastal,160.8,Moderate
18893,Washington,8,10708.0,Coastal,31.8,Moderate
18812,Cabarrus,8,232873.0,Central,625.1,Moderate
18845,Hertford,8,20374.0,Coastal,61.0,Low
18884,Stokes,8,44422.0,Northern,99.1,Error
18807,Bertie,8,17302.0,Coastal,25.7,Moderate
18883,Stanly,8,62143.0,Central,158.2,Moderate
18802,Alleghany,8,11057.0,Northern,46.4,Moderate
18858,McDowell,8,44151.0,Western,101.3,Low
18823,Columbus,8,49795.0,Coastal,54.0,Moderate
18831,Durham,8,331347.0,Eastern,1133.7,Moderate
18892,Warren,8,18621.0,Eastern,43.4,Low
18827,Dare,8,37817.0,Coastal,96.3,Moderate
18882,Scotland,8,33662.0,Eastern,107.1,Moderate
18832,Edgecombe,8,48604.0,Coastal,96.7,Moderate
18887,Transylvania,8,32825.0,Western,87.2,Low
18855,Macon,8,37041.0,Western,71.8,Moderate
18857,Martin,8,21503.0,Coastal,48.3,Moderate
18817,Catawba,8,162841.0,Northern,400.2,Moderate
18989,Union,9,244960.0,Central,376.6,Moderate
18936,Gates,9,10324.0,Coastal,30.8,Low
18984,Stokes,9,44422.0,Northern,99.1,Low
18960,Mitchell,9,14783.0,Western,67.4,Error
18955,Macon,9,37041.0,Western,71.8,Moderate
18998,Yadkin,9,36925.0,Northern,111.1,Moderate
18995,Wayne,9,115895.0,Coastal,211.8,Substantial
18942,Harnett,9,134986.0,Eastern,224.5,Moderate
18926,Currituck,9,29385.0,Coastal,107.3,Moderate
18985,Surry,9,70573.0,Northern,134.0,Moderate
18909,Brunswick,9,144821.0,Coastal,160.8,Moderate
18983,Stanly,9,62143.0,Central,158.2,Moderate
18947,Hyde,9,4595.0,Coastal,7.5,Error
18931,Durham,9,331347.0,Eastern,1133.7,Moderate
18940,Guilford,9,545484.0,Northern,838.0,Moderate
18954,Lincoln,9,88742.0,Central,293.4,Moderate
18982,Scotland,9,33662.0,Eastern,107.1,Moderate
18915,Carteret,9,69039.0,Coastal,133.3,Low
18961,Montgomery,9,25485.0,Eastern,52.4,Moderate
18924,Craven,9,102568.0,Coastal,142.5,Moderate
18977,Robeson,9,115899.0,Coastal,123.0,Substantial
18929,Davie,9,43127.0,Northern,162.0,Moderate
18900,Alamance,9,175029.0,Northern,404.8,Moderate
18957,Martin,9,21503.0,Coastal,48.3,Moderate
18953,Lenoir,9,54323.0,Coastal,138.1,Moderate
18988,Tyrrell,9,3315.0,Coastal,8.3,Low
18932,Edgecombe,9,48604.0,Coastal,96.7,Moderate
18923,Columbus,9,49795.0,Coastal,54.0,Moderate
18959,Mecklenburg,9,1128426.0,Central,2130.4,Moderate
18902,Alleghany,9,11057.0,Northern,46.4,Moderate
18978,Rockingham,9,90457.0,Northern,161.0,Moderate
18941,Halifax,9,47859.0,Coastal,67.2,Moderate
18912,Cabarrus,9,232873.0,Central,625.1,Moderate
18930,Duplin,9,48249.0,Coastal,59.8,Moderate
18945,Hertford,9,20374.0,Coastal,61.0,Low
18907,Bertie,9,17302.0,Coastal,25.7,Moderate
18958,McDowell,9,44151.0,Western,101.3,Low
18999,Yancey,9,18320.0,Western,59.1,Error
18987,Transylvania,9,32825.0,Western,87.2,Moderate
18913,Caldwell,9,81319.0,Northern,170.9,Moderate
18946,Hoke,9,53783.0,Eastern,133.5,Substantial
18975,Randolph,9,143325.0,Northern,184.3,Moderate
18979,Rowan,9,148565.0,Northern,287.1,Moderate
18910,Buncombe,9,271638.0,Western,410.4,Moderate
18906,Beaufort,9,44150.0,Coastal,53.6,Moderate
18908,Bladen,9,29171.0,Coastal,33.8,Substantial
18956,Madison,9,21146.0,Western,47.1,Low
18973,Pitt,9,173536.0,Coastal,261.0,Substantial
18981,Sampson,9,58371.0,Coastal,62.4,Moderate
18997,Wilson,9,79078.0,Coastal,214.3,Substantial
18922,Cleveland,9,99332.0,Western,214.4,Moderate
18944,Henderson,9,117429.0,Western,311.8,Moderate
18974,Polk,9,19461.0,Western,81.3,Moderate
18914,Camden,9,10537.0,Coastal,43.1,Low
18980,Rutherford,9,63870.0,Western,114.0,Moderate
18937,Graham,9,7935.0,Western,27.5,High
18925,Cumberland,9,341793.0,Eastern,512.9,Substantial
18996,Wilkes,9,65151.0,Northern,87.5,Moderate
18986,Swain,9,14046.0,Western,26.8,Low
18911,Burke,9,88398.0,Western,173.0,Moderate
18943,Haywood,9,62831.0,Western,112.2,Low
18990,Vance,9,41665.0,Eastern,168.7,Low
18976,Richmond,9,43006.0,Eastern,90.7,Substantial
18949,Jackson,9,41919.0,Western,87.8,Low
18969,Pasquotank,9,40966.0,Coastal,178.8,Moderate
18921,Clay,9,11238.0,Western,51.6,Low
18903,Anson,9,22028.0,Central,41.5,Moderate
18938,Granville,9,60720.0,Eastern,114.6,Moderate
18967,Orange,9,148331.0,Eastern,374.0,Moderate
18993,Washington,9,10708.0,Coastal,31.8,Low
18971,Perquimans,9,13049.0,Coastal,52.6,Error
18964,New Hanover,9,230423.0,Coastal,1174.0,Moderate
18952,Lee,9,64360.0,Eastern,248.1,Moderate
18966,Onslow,9,207928.0,Coastal,268.4,Moderate
18951,Jones,9,9076.0,Coastal,19.5,Moderate
18965,Northampton,9,16953.0,Eastern,32.6,Low
18901,Alexander,9,36172.0,Northern,140.2,Moderate
18918,Chatham,9,77095.0,Eastern,111.9,Moderate
18948,Iredell,9,192986.0,Northern,325.0,Moderate
18992,Warren,9,18621.0,Eastern,43.4,Moderate
18904,Ashe,9,26506.0,Northern,62.3,Moderate
18994,Watauga,9,54804.0,Northern,173.1,Low
18905,Avery,9,17347.0,Western,72.0,Moderate
18934,Franklin,9,70655.0,Eastern,139.4,Error
18917,Catawba,9,162841.0,Northern,400.2,Moderate
18963,Nash,9,96101.0,Coastal,175.7,Moderate
18919,Cherokee,9,28738.0,Western,63.2,Substantial
18939,Greene,9,19978.0,Coastal,76.7,Moderate
18927,Dare,9,37817.0,Coastal,96.3,Substantial
18950,Johnston,9,224833.0,Coastal,272.7,Substantial
18935,Gaston,9,233387.0,Central,640.7,Moderate
18928,Davidson,9,171752.0,Northern,305.4,Low
18972,Person,9,39048.0,Eastern,99.7,Moderate
18933,Forsyth,9,387703.0,Northern,938.1,Moderate
18962,Moore,9,102966.0,Eastern,142.9,Moderate
18970,Pender,9,62250.0,Coastal,69.1,Moderate
18968,Pamlico,9,12215.0,Coastal,36.5,Low
18916,Caswell,9,22400.0,Eastern,53.5,Moderate
18920,Chowan,9,13646.0,Coastal,79.4,Moderate
18991,Wake,9,1154170.0,Eastern,1353.3,Moderate
19022,Cleveland,10,99332.0,Western,214.4,Moderate
19044,Henderson,10,117429.0,Western,311.8,Moderate
19029,Davie,10,43127.0,Northern,162.0,Moderate
19005,Avery,10,17347.0,Western,72.0,Moderate
19096,Wilkes,10,65151.0,Northern,87.5,Moderate
19037,Graham,10,7935.0,Western,27.5,High
19074,Polk,10,19461.0,Western,81.3,Moderate
19052,Lee,10,64360.0,Eastern,248.1,Moderate
19038,Granville,10,60720.0,Eastern,114.6,Moderate
19011,Burke,10,88398.0,Western,173.0,Moderate
19039,Greene,10,19978.0,Coastal,76.7,Moderate
19020,Chowan,10,13646.0,Coastal,79.4,Moderate
19070,Pender,10,62250.0,Coastal,69.1,Moderate
19086,Swain,10,14046.0,Western,26.8,Low
19067,Orange,10,148331.0,Eastern,374.0,Moderate
19014,Camden,10,10537.0,Coastal,43.1,Low
19079,Rowan,10,148565.0,Northern,287.1,Moderate
19025,Cumberland,10,341793.0,Eastern,512.9,Substantial
19003,Anson,10,22028.0,Central,41.5,Moderate
19068,Pamlico,10,12215.0,Coastal,36.5,Low
19076,Richmond,10,43006.0,Eastern,90.7,Substantial
19028,Davidson,10,171752.0,Northern,305.4,Low
19035,Gaston,10,233387.0,Central,640.7,Moderate
19077,Robeson,10,115899.0,Coastal,123.0,Substantial
19087,Transylvania,10,32825.0,Western,87.2,Moderate
19062,Moore,10,102966.0,Eastern,142.9,Moderate
19091,Wake,10,1154170.0,Eastern,1353.3,Moderate
19041,Halifax,10,47859.0,Coastal,67.2,Moderate
19058,McDowell,10,44151.0,Western,101.3,Low
19001,Alexander,10,36172.0,Northern,140.2,Moderate
19007,Bertie,10,17302.0,Coastal,25.7,Moderate
19059,Mecklenburg,10,1128426.0,Central,2130.4,Moderate
19013,Caldwell,10,81319.0,Northern,170.9,Moderate
19045,Hertford,10,20374.0,Coastal,61.0,Low
19017,Catawba,10,162841.0,Northern,400.2,Moderate
19069,Pasquotank,10,40966.0,Coastal,178.8,Moderate
19088,Tyrrell,10,3315.0,Coastal,8.3,Low
19075,Randolph,10,143325.0,Northern,184.3,Moderate
19078,Rockingham,10,90457.0,Northern,161.0,Moderate
19057,Martin,10,21503.0,Coastal,48.3,Moderate
19092,Warren,10,18621.0,Eastern,43.4,Moderate
19046,Hoke,10,53783.0,Eastern,133.5,Substantial
19032,Edgecombe,10,48604.0,Coastal,96.7,Moderate
19000,Alamance,10,175029.0,Northern,404.8,Moderate
19023,Columbus,10,49795.0,Coastal,54.0,Moderate
19053,Lenoir,10,54323.0,Coastal,138.1,Moderate
19012,Cabarrus,10,232873.0,Central,625.1,Moderate
19030,Duplin,10,48249.0,Coastal,59.8,Moderate
19049,Jackson,10,41919.0,Western,87.8,Low
19090,Vance,10,41665.0,Eastern,168.7,Low
19063,Nash,10,96101.0,Coastal,175.7,Moderate
19002,Alleghany,10,11057.0,Northern,46.4,Moderate
19018,Chatham,10,77095.0,Eastern,111.9,Moderate
19080,Rutherford,10,63870.0,Western,114.0,Moderate
19048,Iredell,10,192986.0,Northern,325.0,Moderate
19036,Gates,10,10324.0,Coastal,30.8,Low
19089,Union,10,244960.0,Central,376.6,Moderate
19051,Jones,10,9076.0,Coastal,19.5,Moderate
19024,Craven,10,102568.0,Coastal,142.5,Moderate
19097,Wilson,10,79078.0,Coastal,214.3,Substantial
19026,Currituck,10,29385.0,Coastal,107.3,Moderate
19085,Surry,10,70573.0,Northern,134.0,Moderate
19065,Northampton,10,16953.0,Eastern,32.6,Low
19047,Hyde,10,4595.0,Coastal,7.5,Error
19054,Lincoln,10,88742.0,Central,293.4,Moderate
19042,Harnett,10,134986.0,Eastern,224.5,Moderate
19071,Perquimans,10,13049.0,Coastal,52.6,Error
19093,Washington,10,10708.0,Coastal,31.8,Low
19094,Watauga,10,54804.0,Northern,173.1,Low
19082,Scotland,10,33662.0,Eastern,107.1,Moderate
19040,Guilford,10,545484.0,Northern,838.0,Moderate
19031,Durham,10,331347.0,Eastern,1133.7,Moderate
19034,Franklin,10,70655.0,Eastern,139.4,Error
19019,Cherokee,10,28738.0,Western,63.2,Substantial
19095,Wayne,10,115895.0,Coastal,211.8,Substantial
19083,Stanly,10,62143.0,Central,158.2,Moderate
19009,Brunswick,10,144821.0,Coastal,160.8,Moderate
19084,Stokes,10,44422.0,Northern,99.1,Low
19027,Dare,10,37817.0,Coastal,96.3,Substantial
19072,Person,10,39048.0,Eastern,99.7,Moderate
19061,Montgomery,10,25485.0,Eastern,52.4,Moderate
19055,Macon,10,37041.0,Western,71.8,Moderate
19064,New Hanover,10,230423.0,Coastal,1174.0,Moderate
19015,Carteret,10,69039.0,Coastal,133.3,Low
19043,Haywood,10,62831.0,Western,112.2,Low
